HMDB_ID;CPD_NAME;KEGG_ID;MOL_WEIGHT;CHEM_FORM
HMDB0007396;DG(20:1(11Z)/18:4(6Z,9Z,12Z,15Z)/0:0);;642.9915;C41H70O5
HMDB0007400;DG(20:1(11Z)/20:3(5Z,8Z,11Z)/0:0);;673.0605;C43H76O5
HMDB0007401;DG(20:1(11Z)/20:3(8Z,11Z,14Z)/0:0);;673.0605;C43H76O5
HMDB0007404;DG(20:1(11Z)/20:5(5Z,8Z,11Z,14Z,17Z)/0:0);;669.0288;C43H72O5
HMDB0007414;DG(20:2(11Z,14Z)/14:0/0:0);;592.9328;C37H68O5
HMDB0007415;DG(20:2(11Z,14Z)/14:1(9Z)/0:0);;590.9169;C37H66O5
HMDB0007417;DG(20:2(11Z,14Z)/16:0/0:0);;620.986;C39H72O5
HMDB0007418;DG(20:2(11Z,14Z)/16:1(9Z)/0:0);;618.9701;C39H70O5
HMDB0007419;DG(20:2(11Z,14Z)/18:0/0:0);;649.0391;C41H76O5
HMDB0007420;DG(20:2(11Z,14Z)/18:1(11Z)/0:0);;647.0233;C41H74O5
HMDB0007421;DG(20:2(11Z,14Z)/18:1(9Z)/0:0);;647.0233;C41H74O5
HMDB0007422;DG(20:2(11Z,14Z)/18:2(9Z,12Z)/0:0);;645.0074;C41H72O5
HMDB0007423;DG(20:2(11Z,14Z)/18:3(6Z,9Z,12Z)/0:0);;642.9915;C41H70O5
HMDB0007424;DG(20:2(11Z,14Z)/18:3(9Z,12Z,15Z)/0:0);;642.9915;C41H70O5
HMDB0007425;DG(20:2(11Z,14Z)/18:4(6Z,9Z,12Z,15Z)/0:0);;640.9756;C41H68O5
HMDB0007428;DG(20:2(11Z,14Z)/20:2(11Z,14Z)/0:0);;673.0605;C43H76O5
HMDB0007431;DG(20:2(11Z,14Z)/20:4(5Z,8Z,11Z,14Z)/0:0);;669.0288;C43H72O5
HMDB0007432;DG(20:2(11Z,14Z)/20:4(8Z,11Z,14Z,17Z)/0:0);;669.0288;C43H72O5
HMDB0007433;DG(20:2(11Z,14Z)/20:5(5Z,8Z,11Z,14Z,17Z)/0:0);;667.0129;C43H70O5
HMDB0007443;DG(20:3(5Z,8Z,11Z)/14:0/0:0);;590.9169;C37H66O5
HMDB0007444;DG(20:3(5Z,8Z,11Z)/14:1(9Z)/0:0);;588.9011;C37H64O5
HMDB0007446;DG(20:3(5Z,8Z,11Z)/16:0/0:0);;618.9701;C39H70O5
HMDB0007447;DG(20:3(5Z,8Z,11Z)/16:1(9Z)/0:0);;616.9542;C39H68O5
HMDB0007448;DG(20:3(5Z,8Z,11Z)/18:0/0:0);;647.0233;C41H74O5
HMDB0007449;DG(20:3(5Z,8Z,11Z)/18:1(11Z)/0:0);;645.0074;C41H72O5
HMDB0007450;DG(20:3(5Z,8Z,11Z)/18:1(9Z)/0:0);;645.0074;C41H72O5
HMDB0007451;DG(20:3(5Z,8Z,11Z)/18:2(9Z,12Z)/0:0);;642.9915;C41H70O5
HMDB0007452;DG(20:3(5Z,8Z,11Z)/18:3(6Z,9Z,12Z)/0:0);;640.9756;C41H68O5
HMDB0007453;DG(20:3(5Z,8Z,11Z)/18:3(9Z,12Z,15Z)/0:0);;640.9756;C41H68O5
HMDB0007456;DG(20:3(5Z,8Z,11Z)/20:1(11Z)/0:0);;673.0605;C43H76O5
HMDB0007458;DG(20:3(5Z,8Z,11Z)/20:3(5Z,8Z,11Z)/0:0);;669.0288;C43H72O5
HMDB0007459;DG(20:3(5Z,8Z,11Z)/20:3(8Z,11Z,14Z)/0:0);;669.0288;C43H72O5
HMDB0007460;DG(20:3(5Z,8Z,11Z)/20:4(5Z,8Z,11Z,14Z)/0:0);;667.0129;C43H70O5
HMDB0007461;DG(20:3(5Z,8Z,11Z)/20:4(8Z,11Z,14Z,17Z)/0:0);;667.0129;C43H70O5
HMDB0007472;DG(20:3(8Z,11Z,14Z)/14:0/0:0);;590.9169;C37H66O5
HMDB0007473;DG(20:3(8Z,11Z,14Z)/14:1(9Z)/0:0);;588.9011;C37H64O5
HMDB0007475;DG(20:3(8Z,11Z,14Z)/16:0/0:0);;618.9701;C39H70O5
HMDB0007476;DG(20:3(8Z,11Z,14Z)/16:1(9Z)/0:0);;616.9542;C39H68O5
HMDB0007477;DG(20:3(8Z,11Z,14Z)/18:0/0:0);;647.0233;C41H74O5
HMDB0007478;DG(20:3(8Z,11Z,14Z)/18:1(11Z)/0:0);;645.0074;C41H72O5
HMDB0007479;DG(20:3(8Z,11Z,14Z)/18:1(9Z)/0:0);;645.0074;C41H72O5
HMDB0007480;DG(20:3(8Z,11Z,14Z)/18:2(9Z,12Z)/0:0);;642.9915;C41H70O5
HMDB0007481;DG(20:3(8Z,11Z,14Z)/18:3(6Z,9Z,12Z)/0:0);;640.9756;C41H68O5
HMDB0007482;DG(20:3(8Z,11Z,14Z)/18:3(9Z,12Z,15Z)/0:0);;640.9756;C41H68O5
HMDB0007485;DG(20:3(8Z,11Z,14Z)/20:1(11Z)/0:0);;673.0605;C43H76O5
HMDB0007487;DG(20:3(8Z,11Z,14Z)/20:3(5Z,8Z,11Z)/0:0);;669.0288;C43H72O5
HMDB0007488;DG(20:3(8Z,11Z,14Z)/20:3(8Z,11Z,14Z)/0:0);;669.0288;C43H72O5
HMDB0007489;DG(20:3(8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)/0:0);;667.0129;C43H70O5
HMDB0007490;DG(20:3(8Z,11Z,14Z)/20:4(8Z,11Z,14Z,17Z)/0:0);;667.0129;C43H70O5
HMDB0007501;DG(20:4(5Z,8Z,11Z,14Z)/14:0/0:0);;588.9011;C37H64O5
HMDB0007504;DG(20:4(5Z,8Z,11Z,14Z)/16:0/0:0);;616.9542;C39H68O5
HMDB0007505;DG(20:4(5Z,8Z,11Z,14Z)/16:1(9Z)/0:0);;614.9383;C39H66O5
HMDB0007506;DG(20:4(5Z,8Z,11Z,14Z)/18:0/0:0);;645.0074;C41H72O5
HMDB0007507;DG(20:4(5Z,8Z,11Z,14Z)/18:1(11Z)/0:0);;642.9915;C41H70O5
HMDB0007508;DG(20:4(5Z,8Z,11Z,14Z)/18:1(9Z)/0:0);;642.9915;C41H70O5
HMDB0007509;DG(20:4(5Z,8Z,11Z,14Z)/18:2(9Z,12Z)/0:0);;640.9756;C41H68O5
HMDB0007513;DG(20:4(5Z,8Z,11Z,14Z)/20:0/0:0);;673.0605;C43H76O5
HMDB0007515;DG(20:4(5Z,8Z,11Z,14Z)/20:2(11Z,14Z)/0:0);;669.0288;C43H72O5
HMDB0007516;DG(20:4(5Z,8Z,11Z,14Z)/20:3(5Z,8Z,11Z)/0:0);;667.0129;C43H70O5
HMDB0007517;DG(20:4(5Z,8Z,11Z,14Z)/20:3(8Z,11Z,14Z)/0:0);;667.0129;C43H70O5
HMDB0007530;DG(20:4(8Z,11Z,14Z,17Z)/14:0/0:0);;588.9011;C37H64O5
HMDB0007533;DG(20:4(8Z,11Z,14Z,17Z)/16:0/0:0);;616.9542;C39H68O5
HMDB0007534;DG(20:4(8Z,11Z,14Z,17Z)/16:1(9Z)/0:0);;614.9383;C39H66O5
HMDB0007535;DG(20:4(8Z,11Z,14Z,17Z)/18:0/0:0);;645.0074;C41H72O5
HMDB0007536;DG(20:4(8Z,11Z,14Z,17Z)/18:1(11Z)/0:0);;642.9915;C41H70O5
HMDB0007537;DG(20:4(8Z,11Z,14Z,17Z)/18:1(9Z)/0:0);;642.9915;C41H70O5
HMDB0007538;DG(20:4(8Z,11Z,14Z,17Z)/18:2(9Z,12Z)/0:0);;640.9756;C41H68O5
HMDB0007542;DG(20:4(8Z,11Z,14Z,17Z)/20:0/0:0);;673.0605;C43H76O5
HMDB0007544;DG(20:4(8Z,11Z,14Z,17Z)/20:2(11Z,14Z)/0:0);;669.0288;C43H72O5
HMDB0007545;DG(20:4(8Z,11Z,14Z,17Z)/20:3(5Z,8Z,11Z)/0:0);;667.0129;C43H70O5
HMDB0007546;DG(20:4(8Z,11Z,14Z,17Z)/20:3(8Z,11Z,14Z)/0:0);;667.0129;C43H70O5
HMDB0007562;DG(20:5(5Z,8Z,11Z,14Z,17Z)/16:0/0:0);;614.9383;C39H66O5
HMDB0007564;DG(20:5(5Z,8Z,11Z,14Z,17Z)/18:0/0:0);;642.9915;C41H70O5
HMDB0007565;DG(20:5(5Z,8Z,11Z,14Z,17Z)/18:1(11Z)/0:0);;640.9756;C41H68O5
HMDB0007566;DG(20:5(5Z,8Z,11Z,14Z,17Z)/18:1(9Z)/0:0);;640.9756;C41H68O5
HMDB0007572;DG(20:5(5Z,8Z,11Z,14Z,17Z)/20:1(11Z)/0:0);;669.0288;C43H72O5
HMDB0007573;DG(20:5(5Z,8Z,11Z,14Z,17Z)/20:2(11Z,14Z)/0:0);;667.0129;C43H70O5
HMDB0007588;DG(22:0/14:0/0:0);;625.0177;C39H76O5
HMDB0007589;DG(22:0/14:1(9Z)/0:0);;623.0019;C39H74O5
HMDB0007591;DG(22:0/16:0/0:0);;653.0709;C41H80O5
HMDB0007592;DG(22:0/16:1(9Z)/0:0);;651.055;C41H78O5
HMDB0007599;DG(22:0/18:4(6Z,9Z,12Z,15Z)/0:0);;673.0605;C43H76O5
HMDB0007617;DG(22:1(13Z)/14:0/0:0);;623.0019;C39H74O5
HMDB0007618;DG(22:1(13Z)/14:1(9Z)/0:0);;620.986;C39H72O5
HMDB0007620;DG(22:1(13Z)/16:0/0:0);;651.055;C41H78O5
HMDB0007621;DG(22:1(13Z)/16:1(9Z)/0:0);;649.0391;C41H76O5
HMDB0007626;DG(22:1(13Z)/18:3(6Z,9Z,12Z)/0:0);;673.0605;C43H76O5
HMDB0007627;DG(22:1(13Z)/18:3(9Z,12Z,15Z)/0:0);;673.0605;C43H76O5
HMDB0007646;DG(22:2(13Z,16Z)/14:0/0:0);;620.986;C39H72O5
HMDB0007647;DG(22:2(13Z,16Z)/14:1(9Z)/0:0);;618.9701;C39H70O5
HMDB0007649;DG(22:2(13Z,16Z)/16:0/0:0);;649.0391;C41H76O5
HMDB0007650;DG(22:2(13Z,16Z)/16:1(9Z)/0:0);;647.0233;C41H74O5
HMDB0007654;DG(22:2(13Z,16Z)/18:2(9Z,12Z)/0:0);;673.0605;C43H76O5
HMDB0007657;DG(22:2(13Z,16Z)/18:4(6Z,9Z,12Z,15Z)/0:0);;669.0288;C43H72O5
HMDB0007675;DG(22:4(7Z,10Z,13Z,16Z)/14:0/0:0);;616.9542;C39H68O5
HMDB0007676;DG(22:4(7Z,10Z,13Z,16Z)/14:1(9Z)/0:0);;614.9383;C39H66O5
HMDB0007678;DG(22:4(7Z,10Z,13Z,16Z)/16:0/0:0);;645.0074;C41H72O5
HMDB0007679;DG(22:4(7Z,10Z,13Z,16Z)/16:1(9Z)/0:0);;642.9915;C41H70O5
HMDB0007680;DG(22:4(7Z,10Z,13Z,16Z)/18:0/0:0);;673.0605;C43H76O5
HMDB0007683;DG(22:4(7Z,10Z,13Z,16Z)/18:2(9Z,12Z)/0:0);;669.0288;C43H72O5
HMDB0007684;DG(22:4(7Z,10Z,13Z,16Z)/18:3(6Z,9Z,12Z)/0:0);;667.0129;C43H70O5
HMDB0007685;DG(22:4(7Z,10Z,13Z,16Z)/18:3(9Z,12Z,15Z)/0:0);;667.0129;C43H70O5
HMDB0007704;DG(22:5(4Z,7Z,10Z,13Z,16Z)/14:0/0:0);;614.9383;C39H66O5
HMDB0007707;DG(22:5(4Z,7Z,10Z,13Z,16Z)/16:0/0:0);;642.9915;C41H70O5
HMDB0007708;DG(22:5(4Z,7Z,10Z,13Z,16Z)/16:1(9Z)/0:0);;640.9756;C41H68O5
HMDB0007710;DG(22:5(4Z,7Z,10Z,13Z,16Z)/18:1(11Z)/0:0);;669.0288;C43H72O5
HMDB0007711;DG(22:5(4Z,7Z,10Z,13Z,16Z)/18:1(9Z)/0:0);;669.0288;C43H72O5
HMDB0007712;DG(22:5(4Z,7Z,10Z,13Z,16Z)/18:2(9Z,12Z)/0:0);;667.0129;C43H70O5
HMDB0007733;DG(22:5(7Z,10Z,13Z,16Z,19Z)/14:0/0:0);;614.9383;C39H66O5
HMDB0007736;DG(22:5(7Z,10Z,13Z,16Z,19Z)/16:0/0:0);;642.9915;C41H70O5
HMDB0007737;DG(22:5(7Z,10Z,13Z,16Z,19Z)/16:1(9Z)/0:0);;640.9756;C41H68O5
HMDB0007739;DG(22:5(7Z,10Z,13Z,16Z,19Z)/18:1(11Z)/0:0);;669.0288;C43H72O5
HMDB0007740;DG(22:5(7Z,10Z,13Z,16Z,19Z)/18:1(9Z)/0:0);;669.0288;C43H72O5
HMDB0007741;DG(22:5(7Z,10Z,13Z,16Z,19Z)/18:2(9Z,12Z)/0:0);;667.0129;C43H70O5
HMDB0007765;DG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/16:0/0:0);;640.9756;C41H68O5
HMDB0007767;DG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:0/0:0);;669.0288;C43H72O5
HMDB0007768;DG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:1(11Z)/0:0);;667.0129;C43H70O5
HMDB0007769;DG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:1(9Z)/0:0);;667.0129;C43H70O5
HMDB0007791;DG(24:0/14:0/0:0);;653.0709;C41H80O5
HMDB0007792;DG(24:0/14:1(9Z)/0:0);;651.055;C41H78O5
HMDB0007820;DG(24:1(15Z)/14:0/0:0);;651.055;C41H78O5
HMDB0007821;DG(24:1(15Z)/14:1(9Z)/0:0);;649.0391;C41H76O5
HMDB0007858;PA(16:0/18:1(11Z));C00416;674.941;C37H71O8P
HMDB0007859;PA(16:0/18:1(9Z));C00416;674.941;C37H71O8P
HMDB0007860;PA(16:0/18:2(9Z,12Z));C00416;672.9127;C37H69O8P
HMDB0007861;PA(18:0/18:2(9Z,12Z));C00416;700.9659;C39H73O8P
HMDB0007862;PA(18:1(11Z)/18:1(11Z));C00416;700.979;C39H73O8P
HMDB0007863;PA(18:1(11Z)/18:1(9Z));;700.979;C39H73O8P
HMDB0007864;PA(18:1(9Z)/18:1(11Z));;700.979;C39H73O8P
HMDB0007865;PA(18:1(9Z)/18:1(9Z));;700.979;C39H73O8P
HMDB0007867;PC(14:0/14:1(9Z));;675.9167;C36H70NO8P
HMDB0007869;PC(14:0/16:0);;705.9857;C38H76NO8P
HMDB0007871;PC(14:0/18:0);;734.0389;C40H80NO8P
HMDB0007872;PC(14:0/18:1(11Z));;732.023;C40H78NO8P
HMDB0007873;PC(14:0/18:1(9Z));;732.023;C40H78NO8P
HMDB0007874;PC(14:0/18:2(9Z,12Z));;730.0071;C40H76NO8P
HMDB0007875;PC(14:0/18:3(6Z,9Z,12Z));;727.9912;C40H74NO8P
HMDB0007876;PC(14:0/18:3(9Z,12Z,15Z));;727.9912;C40H74NO8P
HMDB0007879;PC(14:0/20:1(11Z));C00157;760.0761;C42H82NO8P
HMDB0007880;PC(14:0/20:2(11Z,14Z));C00157;758.0603;C42H80NO8P
HMDB0007881;PC(14:0/20:3(5Z,8Z,11Z));;756.0444;C42H78NO8P
HMDB0007882;PC(14:0/20:3(8Z,11Z,14Z));C00157;756.0444;C42H78NO8P
HMDB0007883;PC(14:0/20:4(5Z,8Z,11Z,14Z));;754.0285;C42H76NO8P
HMDB0007884;PC(14:0/20:4(8Z,11Z,14Z,17Z));C00157;754.0285;C42H76NO8P
HMDB0007886;PC(14:0/22:0);C00157;790.1452;C44H88NO8P
HMDB0007887;PC(14:0/22:1(13Z));C00157;788.1293;C44H86NO8P
HMDB0007888;PC(14:0/22:2(13Z,16Z));;786.1134;C44H84NO8P
HMDB0007889;PC(14:0/22:4(7Z,10Z,13Z,16Z));;782.0817;C44H80NO8P
HMDB0007890;PC(14:0/22:5(4Z,7Z,10Z,13Z,16Z));;780.0658;C44H78NO8P
HMDB0007891;PC(14:0/22:5(7Z,10Z,13Z,16Z,19Z));;780.0658;C44H78NO8P
HMDB0007892;PC(14:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z));;778.0499;C44H76NO8P
HMDB0007893;PC(14:0/24:0);;818.1983;C46H92NO8P
HMDB0007894;PC(14:0/24:1(15Z));;816.1825;C46H90NO8P
HMDB0007895;PC(14:0/P-16:0);;689.9863;C38H76NO7P
HMDB0007896;PC(14:0/P-18:0);;718.0395;C40H80NO7P
HMDB0007897;PC(14:0/P-18:1(11Z));C00157;716.0236;C40H78NO7P
HMDB0007898;PC(14:0/P-18:1(9Z));C00157;716.0236;C40H78NO7P
HMDB0007899;PC(14:1(9Z)/14:0);;675.9167;C36H70NO8P
HMDB0007903;PC(14:1(9Z)/16:1(9Z));;701.9539;C38H72NO8P
HMDB0007904;PC(14:1(9Z)/18:0);;732.023;C40H78NO8P
HMDB0007905;PC(14:1(9Z)/18:1(11Z));;730.0071;C40H76NO8P
HMDB0007906;PC(14:1(9Z)/18:1(9Z));;730.0071;C40H76NO8P
HMDB0007907;PC(14:1(9Z)/18:2(9Z,12Z));;727.9912;C40H74NO8P
HMDB0007911;PC(14:1(9Z)/20:0);C00157;760.0761;C42H82NO8P
HMDB0007912;PC(14:1(9Z)/20:1(11Z));C00157;758.0603;C42H80NO8P
HMDB0007913;PC(14:1(9Z)/20:2(11Z,14Z));C00157;756.0444;C42H78NO8P
HMDB0007914;PC(14:1(9Z)/20:3(5Z,8Z,11Z));C00157;754.0285;C42H76NO8P
HMDB0007915;PC(14:1(9Z)/20:3(8Z,11Z,14Z));;754.0285;C42H76NO8P
HMDB0007919;PC(14:1(9Z)/22:0);;788.1293;C44H86NO8P
HMDB0007920;PC(14:1(9Z)/22:1(13Z));;786.1134;C44H84NO8P
HMDB0007921;PC(14:1(9Z)/22:2(13Z,16Z));;784.0975;C44H82NO8P
HMDB0007922;PC(14:1(9Z)/22:4(7Z,10Z,13Z,16Z));;780.0658;C44H78NO8P
HMDB0007923;PC(14:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z));;778.0499;C44H76NO8P
HMDB0007924;PC(14:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z));;778.0499;C44H76NO8P
HMDB0007926;PC(14:1(9Z)/24:0);;816.1825;C46H90NO8P
HMDB0007929;PC(14:1(9Z)/P-18:0);;716.0236;C40H78NO7P
HMDB0007930;PC(14:1(9Z)/P-18:1(11Z));;714.0077;C40H76NO7P
HMDB0007931;PC(14:1(9Z)/P-18:1(9Z));;714.0077;C40H76NO7P
HMDB0007934;PC(15:0/15:0);;705.9857;C38H76NO8P
HMDB0007958;PC(15:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z));C00157;792.0765;C45H78NO8P
HMDB0007965;PC(16:0/14:0);;705.9857;C38H76NO8P
HMDB0007969;PC(16:0/16:1(9Z));;732.023;C40H78NO8P
HMDB0007971;PC(16:0/18:1(11Z));;760.0761;C42H82NO8P
HMDB0007972;PC(16:0/18:1(9Z));;760.0761;C42H82NO8P
HMDB0007973;PC(16:0/18:2(9Z,12Z));;758.0603;C42H80NO8P
HMDB0007974;PC(16:0/18:3(6Z,9Z,12Z));;756.0444;C42H78NO8P
HMDB0007975;PC(16:0/18:3(9Z,12Z,15Z));;756.0444;C42H78NO8P
HMDB0007976;PC(16:0/18:4(6Z,9Z,12Z,15Z));;754.0285;C42H76NO8P
HMDB0007977;PC(16:0/20:0);;790.1452;C44H88NO8P
HMDB0007978;PC(16:0/20:1(11Z));;788.1293;C44H86NO8P
HMDB0007979;PC(16:0/20:2(11Z,14Z));;786.1134;C44H84NO8P
HMDB0007980;PC(16:0/20:3(5Z,8Z,11Z));;784.0975;C44H82NO8P
HMDB0007981;PC(16:0/20:3(8Z,11Z,14Z));C00157;784.0975;C44H82NO8P
HMDB0007982;PC(16:0/20:4(5Z,8Z,11Z,14Z));C00157;782.0817;C44H80NO8P
HMDB0007983;PC(16:0/20:4(8Z,11Z,14Z,17Z));C00157;782.0817;C44H80NO8P
HMDB0007984;PC(16:0/20:5(5Z,8Z,11Z,14Z,17Z));C00157;780.0658;C44H78NO8P
HMDB0007985;PC(16:0/22:0);C00157;818.1983;C46H92NO8P
HMDB0007986;PC(16:0/22:1(13Z));;816.1825;C46H90NO8P
HMDB0007988;PC(16:0/22:4(7Z,10Z,13Z,16Z));;810.1348;C46H84NO8P
HMDB0007989;PC(16:0/22:5(4Z,7Z,10Z,13Z,16Z));;808.1189;C46H82NO8P
HMDB0007990;PC(16:0/22:5(7Z,10Z,13Z,16Z,19Z));;808.1189;C46H82NO8P
HMDB0007991;PC(16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z));;806.1031;C46H80NO8P
HMDB0007993;PC(16:0/24:1(15Z));;844.2356;C48H94NO8P
HMDB0007994;PC(16:0/P-16:0);;718.0395;C40H80NO7P
HMDB0007996;PC(16:0/P-18:1(11Z));;744.0767;C42H82NO7P
HMDB0007997;PC(16:0/P-18:1(9Z));;744.0767;C42H82NO7P
HMDB0007999;PC(16:1(9Z)/14:1(9Z));;701.9539;C38H72NO8P
HMDB0008001;PC(16:1(9Z)/16:0);;732.023;C40H78NO8P
HMDB0008002;PC(16:1(9Z)/16:1(9Z));C00157;730.0071;C40H76NO8P
HMDB0008003;PC(16:1(9Z)/18:0);C00157;760.0761;C42H82NO8P
HMDB0008004;PC(16:1(9Z)/18:1(11Z));C00157;758.0603;C42H80NO8P
HMDB0008005;PC(16:1(9Z)/18:1(9Z));C00157;758.0603;C42H80NO8P
HMDB0008006;PC(16:1(9Z)/18:2(9Z,12Z));;756.0444;C42H78NO8P
HMDB0008007;PC(16:1(9Z)/18:3(6Z,9Z,12Z));;754.0285;C42H76NO8P
HMDB0008008;PC(16:1(9Z)/18:3(9Z,12Z,15Z));;754.0285;C42H76NO8P
HMDB0008010;PC(16:1(9Z)/20:0);;788.1293;C44H86NO8P
HMDB0008011;PC(16:1(9Z)/20:1(11Z));;786.1134;C44H84NO8P
HMDB0008012;PC(16:1(9Z)/20:2(11Z,14Z));;784.0975;C44H82NO8P
HMDB0008013;PC(16:1(9Z)/20:3(5Z,8Z,11Z));;782.0817;C44H80NO8P
HMDB0008014;PC(16:1(9Z)/20:3(8Z,11Z,14Z));;782.0817;C44H80NO8P
HMDB0008015;PC(16:1(9Z)/20:4(5Z,8Z,11Z,14Z));;780.0658;C44H78NO8P
HMDB0008016;PC(16:1(9Z)/20:4(8Z,11Z,14Z,17Z));;780.0658;C44H78NO8P
HMDB0008017;PC(16:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z));;778.0499;C44H76NO8P
HMDB0008018;PC(16:1(9Z)/22:0);;816.1825;C46H90NO8P
HMDB0008020;PC(16:1(9Z)/22:2(13Z,16Z));;812.1507;C46H86NO8P
HMDB0008021;PC(16:1(9Z)/22:4(7Z,10Z,13Z,16Z));;808.1189;C46H82NO8P
HMDB0008022;PC(16:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z));;806.1031;C46H80NO8P
HMDB0008024;PC(16:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z));;806.1031;C46H80NO8P
HMDB0008025;PC(16:1(9Z)/24:0);;844.2356;C48H94NO8P
HMDB0008026;PC(16:1(9Z)/24:1(15Z));;842.2197;C48H92NO8P
HMDB0008027;PC(16:1(9Z)/P-16:0);;716.0236;C40H78NO7P
HMDB0008028;PC(16:1(9Z)/P-18:0);C00157;744.0767;C42H82NO7P
HMDB0008029;PC(16:1(9Z)/P-18:1(11Z));C00157;742.0609;C42H80NO7P
HMDB0008030;PC(16:1(9Z)/P-18:1(9Z));;742.0609;C42H80NO7P
HMDB0008031;PC(18:0/14:0);;734.0389;C40H80NO8P
HMDB0008032;PC(18:0/14:1(9Z));;732.023;C40H78NO8P
HMDB0008035;PC(18:0/16:1(9Z));;760.0761;C42H82NO8P
HMDB0008036;PC(18:0/18:0);;790.1452;C44H88NO8P
HMDB0008037;PC(18:0/18:1(11Z));;788.1293;C44H86NO8P
HMDB0008038;PC(18:0/18:1(9Z));;788.1293;C44H86NO8P
HMDB0008039;PC(18:0/18:2(9Z,12Z));;786.1134;C44H84NO8P
HMDB0008040;PC(18:0/18:3(6Z,9Z,12Z));;784.0975;C44H82NO8P
HMDB0008041;PC(18:0/18:3(9Z,12Z,15Z));;784.0975;C44H82NO8P
HMDB0008042;PC(18:0/18:4(6Z,9Z,12Z,15Z));;782.0817;C44H80NO8P
HMDB0008043;PC(18:0/20:0);;818.1983;C46H92NO8P
HMDB0008044;PC(18:0/20:1(11Z));;816.1825;C46H90NO8P
HMDB0008046;PC(18:0/20:3(5Z,8Z,11Z));;812.1507;C46H86NO8P
HMDB0008047;PC(18:0/20:3(8Z,11Z,14Z));;812.1507;C46H86NO8P
HMDB0008048;PC(18:0/20:4(5Z,8Z,11Z,14Z));;810.1348;C46H84NO8P
HMDB0008049;PC(18:0/20:4(8Z,11Z,14Z,17Z));;810.1348;C46H84NO8P
HMDB0008050;PC(18:0/20:5(5Z,8Z,11Z,14Z,17Z));;808.1189;C46H82NO8P
HMDB0008052;PC(18:0/22:1(13Z));;844.2356;C48H94NO8P
HMDB0008053;PC(18:0/22:2(13Z,16Z));;842.2197;C48H92NO8P
HMDB0008054;PC(18:0/22:4(7Z,10Z,13Z,16Z));;838.188;C48H88NO8P
HMDB0008055;PC(18:0/22:5(4Z,7Z,10Z,13Z,16Z));;836.1721;C48H86NO8P
HMDB0008056;PC(18:0/22:5(7Z,10Z,13Z,16Z,19Z));;836.1721;C48H86NO8P
HMDB0008057;PC(18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z));;834.1562;C48H84NO8P
HMDB0008058;PC(18:0/24:0);;874.3047;C50H100NO8P
HMDB0008059;PC(18:0/24:1(15Z));;872.2888;C50H98NO8P
HMDB0008061;PC(18:0/P-18:0);;774.1458;C44H88NO7P
HMDB0008062;PC(18:0/P-18:1(11Z));;772.1299;C44H86NO7P
HMDB0008063;PC(18:0/P-18:1(9Z));;772.1299;C44H86NO7P
HMDB0008064;PC(18:1(11Z)/14:0);;732.023;C40H78NO8P
HMDB0008065;PC(18:1(11Z)/14:1(9Z));C00157;730.0071;C40H76NO8P
HMDB0008067;PC(18:1(11Z)/16:0);C00157;760.0761;C42H82NO8P
HMDB0008068;PC(18:1(11Z)/16:1(9Z));C00157;758.0603;C42H80NO8P
HMDB0008069;PC(18:1(11Z)/18:0);C00157;788.1293;C44H86NO8P
HMDB0008070;PC(18:1(11Z)/18:1(11Z));C00157;786.1134;C44H84NO8P
HMDB0008071;PC(18:1(11Z)/18:1(9Z));C00157;786.1134;C44H84NO8P
HMDB0008072;PC(18:1(11Z)/18:2(9Z,12Z));;784.0975;C44H82NO8P
HMDB0008073;PC(18:1(11Z)/18:3(6Z,9Z,12Z));;782.0817;C44H80NO8P
HMDB0008074;PC(18:1(11Z)/18:3(9Z,12Z,15Z));;782.0817;C44H80NO8P
HMDB0008075;PC(18:1(11Z)/18:4(6Z,9Z,12Z,15Z));;780.0658;C44H78NO8P
HMDB0008076;PC(18:1(11Z)/20:0);;816.1825;C46H90NO8P
HMDB0008078;PC(18:1(11Z)/20:2(11Z,14Z));;812.1507;C46H86NO8P
HMDB0008079;PC(18:1(11Z)/20:3(5Z,8Z,11Z));;810.1348;C46H84NO8P
HMDB0008080;PC(18:1(11Z)/20:3(8Z,11Z,14Z));;810.1348;C46H84NO8P
HMDB0008081;PC(18:1(11Z)/20:4(5Z,8Z,11Z,14Z));;808.1189;C46H82NO8P
HMDB0008082;PC(18:1(11Z)/20:4(8Z,11Z,14Z,17Z));;808.1189;C46H82NO8P
HMDB0008083;PC(18:1(11Z)/20:5(5Z,8Z,11Z,14Z,17Z));;806.1031;C46H80NO8P
HMDB0008084;PC(18:1(11Z)/22:0);;844.2356;C48H94NO8P
