HMDB_ID;CPD_NAME;KEGG_ID;MOL_WEIGHT;CHEM_FORM
HMDB0000801;Phytanic acid;C01607;312.5304;C20H40O2
HMDB0000806;Myristic acid;C06424;228.3709;C14H28O2
HMDB0000807;3-Phosphoglyceric acid;C00597;186.0572;C3H7O7P
HMDB0000808;N-Butyrylglycine;;145.1564;C6H11NO3
HMDB0000812;N-Acetyl-L-aspartic acid;C01042;175.1394;C6H9NO5
HMDB0000819;Normetanephrine;C05589;183.2044;C9H13NO3
HMDB0000820;Propyl alcohol;C05979;60.095;C3H8O
HMDB0000822;p-Hydroxymandelic acid;C11527;168.1467;C8H8O4
HMDB0000824;Propionylcarnitine;C03017;217.265;C10H19NO4
HMDB0000826;Pentadecanoic acid;C16537;242.3975;C15H30O2
HMDB0000827;Stearic acid;C01530;284.4772;C18H36O2
HMDB0000830;Neuraminic acid;C06469;267.2332;C9H17NO8
HMDB0000840;Salicyluric acid;C07588;195.1721;C9H9NO4
HMDB0000845;Neopterin;C05926;253.2147;C9H11N5O4
HMDB0000847;Pelargonic acid;C01601;158.238;C9H18O2
HMDB0000848;Stearoylcarnitine;;427.67;C25H49NO4
HMDB0000851;Pyridinoline;;428.4369;C18H28N4O8
HMDB0000852;beta-Sitosterol;C01753;414.718;C29H50O
HMDB0000857;Pimelic acid;C02656;160.1678;C7H12O4
HMDB0000863;Isopropyl alcohol;C01845;60.095;C3H8O
HMDB0000866;N-Acetyl-L-tyrosine;C01657;223.2252;C11H13NO4
HMDB0000870;Histamine;C00388;111.1451;C5H9N3
HMDB0000872;Tetradecanedioic acid;;258.3538;C14H26O4
HMDB0000873;4-Methylcatechol;C06730;124.1372;C7H8O2
HMDB0000874;Tauroursodeoxycholic acid;;499.704;C26H45NO6S
HMDB0000875;Trigonelline;C01004;137.136;C7H7NO2
HMDB0000876;Vitamin D3;C05443;384.6377;C27H44O
HMDB0000878;Ergosterol;C01694;396.659;C28H44O
HMDB0000879;Tetrahydrodeoxycorticosterone;C13713;334.4929;C21H34O3
HMDB0000881;Xanthurenic acid;C02470;205.1669;C10H7NO4
HMDB0000883;L-Valine;C00183;117.1463;C5H11NO2
HMDB0000884;Ribothymidine;;258.228;C10H14N2O6
HMDB0000885;CE(16:0);C11251;625.0623;C43H76O2
HMDB0000888;Undecanedioic acid;;216.2741;C11H20O4
HMDB0000892;Valeric acid;C00803;102.1317;C5H10O2
HMDB0000893;Suberic acid;C08278;174.1944;C8H14O4
HMDB0000896;Taurodeoxycholic acid;C05463;499.704;C26H45NO6S
HMDB0000897;7-Methylguanine;C02242;165.1527;C6H7N5O
HMDB0000898;1-Methylhistamine;C05127;125.1716;C6H11N3
HMDB0000899;Androstanedione;C00674;288.4244;C19H28O2
HMDB0000900;Ergocalciferol;C05441;396.6484;C28H44O
HMDB0000901;Valproic acid glucuronide;;320.3356;C14H24O8
HMDB0000902;NAD;C00003;663.4251;C21H27N7O14P2
HMDB0000903;Tetrahydrocortisone;;364.4758;C21H32O5
HMDB0000904;Citrulline;C00327;175.1857;C6H13N3O3
HMDB0000906;Trimethylamine;C00565;59.1103;C3H9N
HMDB0000907;Sulfolithocholic acid;;456.636;C24H40O6S
HMDB0000908;5alpha-Cholestanol;;388.6694;C27H48O
HMDB0000909;trans-4-Hydroxycyclohexylacetic acid;;158.195;C8H14O3
HMDB0000912;Succinyladenosine;;383.3135;C14H17N5O8
HMDB0000913;Vanillactic acid;;212.1993;C10H12O5
HMDB0000917;Ursocholic acid;C17644;408.5714;C24H40O5
HMDB0000918;CE(18:1(9Z));C14641;651.117;C45H78O2
HMDB0000921;Cholestenone;C00599;384.6377;C27H44O
HMDB0000925;Trimethylamine N-oxide;C01104;75.1097;C3H9NO
HMDB0000929;L-Tryptophan;C00078;204.2252;C11H12N2O2
HMDB0000933;Traumatic acid;C16308;228.2848;C12H20O4
HMDB0000936;Uroporphyrin I;C05767;830.7469;C40H38N4O16
HMDB0000937;Stigmasterol;C05442;412.702;C29H48O
HMDB0000939;S-Adenosylhomocysteine;C00021;384.411;C14H20N6O5S
HMDB0000943;Threonic acid;C01620;136.1033;C4H8O5
HMDB0000944;Behenic acid;C08281;340.5836;C22H44O2
HMDB0000946;Ursodeoxycholic acid;C07880;392.572;C24H40O4
HMDB0000950;Cer(d18:1/23:0);;636.0867;C41H81NO3
HMDB0000951;Taurochenodesoxycholic acid;C05465;499.704;C26H45NO6S
HMDB0000953;Suberylglycine;;231.2457;C10H17NO5
HMDB0000954;Ferulic acid;C01494;194.184;C10H10O4
HMDB0000955;Isoferulic acid;C10470;194.184;C10H10O4
HMDB0000957;Pyrocatechol;C15571;110.1106;C6H6O2
HMDB0000958;trans-Aconitic acid;C02341;174.1082;C6H6O6
HMDB0000961;Farnesyl pyrophosphate;C00448;382.33;C15H28O7P2
HMDB0000965;Hypotaurine;C00519;109.147;C2H7NO2S
HMDB0000982;5-Methylcytidine;;257.2432;C10H15N3O5
HMDB0000988;S-Adenosylmethioninamine;C01137;355.436;C14H23N6O3S
HMDB0000990;Acetaldehyde;C00084;44.0526;C2H4O
HMDB0000991;DL-2-Aminooctanoic acid;;159.2261;C8H17NO2
HMDB0000996;3-Sulfinoalanine;C00606;153.157;C3H7NO4S
HMDB0000998;dCTP;C00458;467.1569;C9H16N3O13P3
HMDB0001000;dUDP;C01346;388.1618;C9H14N2O11P2
HMDB0001009;N-Methylnicotinium;;177.2661;C11H17N2
HMDB0001010;Nicotine imine;;161.2236;C10H13N2
HMDB0001013;Cotinine glucuronide;C00190;352.3392;C16H20N2O7
HMDB0001032;Dehydroepiandrosterone sulfate;C04555;368.488;C19H28O5S
HMDB0001035;Angiotensin II;C02135;1046.1786;C50H71N13O12
HMDB0001036;Angiotensin III;C15848;931.0912;C46H66N12O9
HMDB0001043;Arachidonic acid;C00219;304.4669;C20H32O2
HMDB0001045;Enkephalin L;;555.6227;C28H37N5O7
HMDB0001046;Cotinine;;176.2151;C10H12N2O
HMDB0001049;gamma-Glutamylcysteine;C00669;250.272;C8H14N2O5S
HMDB0001051;Glyceraldehyde;C02154;90.0779;C3H6O3
HMDB0001056;Dihydrofolic acid;C00415;443.4133;C19H21N7O6
HMDB0001058;Fructose 1,6-bisphosphate;C05378;340.1157;C6H14O12P2
HMDB0001060;Ubiquinol 8;;729.1253;C49H76O4
HMDB0001065;2-Hydroxyphenethylamine;C02735;137.179;C8H11NO
HMDB0001067;N-Acetylaspartylglutamic acid;C12270;304.255;C11H16N2O8
HMDB0001068;D-Sedoheptulose 7-phosphate;C05382;290.161;C7H15O10P
HMDB0001072;Coenzyme Q10;C11378;863.3435;C59H90O4
HMDB0001085;Leukotriene B4;C02165;336.4657;C20H32O4
HMDB0001086;Uroporphyrinogen III;C01051;836.7946;C40H44N4O16
HMDB0001091;3-Hydroxyquinine;C07344;340.4162;C20H24N2O3
HMDB0001112;Glyceraldehyde 3-phosphate;C00118;170.0578;C3H7O6P
HMDB0001123;2-Aminobenzoic acid;C00108;137.136;C7H7NO2
HMDB0001126;Nornicotine;C06524;148.205;C9H12N2
HMDB0001139;Prostaglandin F2a;C00639;354.481;C20H34O5
HMDB0001149;5-Aminolevulinic acid;C00430;131.1299;C5H9NO3
HMDB0001155;Diadenosine triphosphate;C06197;756.4071;C20H27N10O16P3
HMDB0001160;Tricosanoic acid;;354.6101;C23H46O2
HMDB0001161;4-Trimethylammoniobutanoic acid;C01181;145.1995;C7H15NO2
HMDB0001165;Keratan;C00573;1052.935;C28H48N2O32S4
HMDB0001167;Pyruvaldehyde;C00546;72.0627;C3H4O2
HMDB0001169;4-Aminophenol;C02372;109.1259;C6H7NO
HMDB0001170;Lathosterol;C01189;386.6535;C27H46O
HMDB0001173;5'-Methylthioadenosine;C00170;297.334;C11H15N5O3S
HMDB0001185;S-Adenosylmethionine;C00019;399.445;C15H23N6O5S
HMDB0001186;N1-Acetylspermine;C02567;244.3769;C12H28N4O
HMDB0001192;Diadenosine pentaphosphate;;916.3669;C20H29N10O22P5
HMDB0001198;Leukotriene C4;C02166;625.774;C30H47N3O9S
HMDB0001201;Guanosine diphosphate;C00035;443.2005;C10H15N5O11P2
HMDB0001204;trans-3-Hydroxycotinine glucuronide;;368.3386;C16H20N2O8
HMDB0001211;Diadenosine tetraphosphate;C01260;836.387;C20H28N10O19P4
HMDB0001220;Prostaglandin E2;C00584;352.4651;C20H32O5
HMDB0001232;4-Nitrophenol;C00870;139.1088;C6H5NO3
HMDB0001238;N-Acetylserotonin;C00978;218.2518;C12H14N2O2
HMDB0001244;15-Keto-13,14-dihydroprostaglandin A2;;334.4498;C20H30O4
HMDB0001247;Aluminum;C06264;26.9815;Al
HMDB0001248;FAD;C00016;785.5497;C27H33N9O15P2
HMDB0001251;Lanosterol;C01724;426.7174;C30H50O
HMDB0001256;Spermine;C00750;202.3402;C10H26N4
HMDB0001257;Spermidine;C00315;145.2459;C7H19N3
HMDB0001261;Coproporphyrinogen III;C03263;660.7566;C36H44N4O8
HMDB0001262;Maltotriose;C01835;504.4371;C18H32O16
HMDB0001263;Allysine;C04076;145.1564;C6H11NO3
HMDB0001264;Dehydroascorbic acid;C05422;174.1082;C6H6O6
HMDB0001270;Glyceric acid 1,3-biphosphate;C00236;266.0371;C3H8O10P2
HMDB0001272;Nicotine glucuronide;;338.3557;C16H22N2O6
HMDB0001273;Guanosine triphosphate;C00044;523.1804;C10H16N5O14P3
HMDB0001276;N1-Acetylspermidine;C00612;187.2825;C9H21N3O
HMDB0001282;Diadenosine hexaphosphate;C20190;996.3468;C20H30N10O25P6
HMDB0001294;2,3-Diphosphoglyceric acid;C01159;266.0371;C3H8O10P2
HMDB0001296;Maltotetraose;C02052;666.5777;C24H42O21
HMDB0001297;Norcotinine;;162.1885;C9H10N2O
HMDB0001302;Molybdenum;C00150;95.94;Mo
HMDB0001304;QH2;C00390;;(C5H8)nC14H20O4
HMDB0001310;D-Alanine;C00133;89.0932;C3H7NO2
HMDB0001311;D-Lactic acid;C00256;90.0779;C3H6O3
HMDB0001314;Cyclic GMP;C00942;345.2053;C10H12N5O7P
HMDB0001315;Phosphorus;C06262;30.9738;P
HMDB0001316;6-Phosphogluconic acid;C00345;276.1352;C6H13O10P
HMDB0001319;Pyridoxine 5'-phosphate;C00627;249.1577;C8H12NO6P
HMDB0001327;Rubidium;C17061;85.4678;Rb
HMDB0001333;Manganese;C19610;54.938;Mn
HMDB0001336;3,4-Dihydroxybenzeneacetic acid;C01161;168.1467;C8H8O4
HMDB0001341;ADP;C00008;427.2011;C10H15N5O10P2
HMDB0001348;SM(d18:1/18:0);;731.097;C41H83N2O6P
HMDB0001349;Selenium;C01529;78.96;Se
HMDB0001352;Hydroxypyruvic acid;C00168;104.0615;C3H4O4
HMDB0001358;Retinal;C00376;284.4357;C20H28O
HMDB0001361;Carbon monoxide;C00237;28.01;CO
HMDB0001370;Diaminopimelic acid;C00666;190.1971;C7H14N2O4
HMDB0001372;Thiamine pyrophosphate;C00068;425.314;C12H19N4O7P2S
HMDB0001377;Oxygen;C00007;31.9988;O2
HMDB0001383;Sphinganine 1-phosphate;C01120;381.4877;C18H40NO5P
HMDB0001388;alpha-Linolenic acid;C06427;278.4296;C18H30O2
HMDB0001389;Melatonin;C01598;232.2783;C13H16N2O2
HMDB0001390;Hydroxycotinine;;192.2145;C10H12N2O2
HMDB0001392;p-Aminobenzoic acid;C00568;137.136;C7H7NO2
HMDB0001394;Heparin;C00374;;(C12H19NO19S3)nH2O
HMDB0001396;5-Methyltetrahydrofolic acid;C00440;459.4558;C20H25N7O6
HMDB0001397;Guanosine monophosphate;C00144;363.2206;C10H14N5O8P
HMDB0001398;Guaiacol;C15572;124.139;C7H8O2
HMDB0001401;Glucose 6-phosphate;C00092;260.1358;C6H13O9P
HMDB0001403;Prostaglandin D2;C00696;352.4651;C20H32O5
HMDB0001406;Niacinamide;C00153;122.1246;C6H6N2O
HMDB0001411;Cotinine N-oxide;;192.2145;C10H12N2O2
HMDB0001414;Putrescine;C00134;88.1515;C4H12N2
HMDB0001419;24-Hydroxycholesterol;C13550;402.6529;C27H46O2
HMDB0001420;25,26-dihydroxyvitamin D;;416.6365;C27H44O3
HMDB0001425;Estrone sulfate;C02538;350.429;C18H22O5S
HMDB0001426;Formaldehyde;C00067;30.026;CH2O
HMDB0001429;Phosphate;C00009;97.9952;H3O4P
HMDB0001431;Pyridoxamine;C00534;168.1931;C8H12N2O2
HMDB0001434;3-Methoxytyrosine;;211.2145;C10H13NO4
HMDB0001438;25-Hydroxyvitamin D2;;412.6478;C28H44O2
HMDB0001442;Prostaglandin E1;C04741;354.487;C20H34O5
HMDB0001448;Sulfate;C00059;98.078;H2O4S
HMDB0001449;Allopregnanolone;C13712;318.4935;C21H34O2
HMDB0001451;(R)-Lipoic acid;C16241;206.326;C8H14O2S2
HMDB0001452;Thromboxane A2;C02198;352.4651;C20H32O5
HMDB0001453;Thiocyanate;C01755;58.082;CNS
HMDB0001455;Alloepipregnanolone;C15484;318.4935;C21H34O2
HMDB0001471;Epipregnanolone;C11825;318.4935;C21H34O2
HMDB0001473;Dihydroxyacetone phosphate;C00111;170.0578;C3H7O6P
HMDB0001475;Zirconium;;91.224;Zr
HMDB0001476;3-Hydroxyanthranilic acid;C00632;153.1354;C7H7NO3
HMDB0001487;NADH;C00004;665.441;C21H29N7O14P2
HMDB0001488;Nicotinic acid;C00253;123.1094;C6H5NO2
HMDB0001490;Vanylglycol;C05594;184.1892;C9H12O4
HMDB0001491;Pyridoxal 5'-phosphate;C00018;247.1419;C8H10NO6P
HMDB0001492;gamma-Tocopherol;C02483;416.6795;C28H48O2
HMDB0001496;7alpha-Hydroxycholesterol;C03594;402.663;C27H46O2
HMDB0001497;Nicotine-1'-N-oxide;;178.231;C10H14N2O
HMDB0001505;Benzene;C01407;78.1118;C6H6
HMDB0001509;20-Hydroxy-leukotriene B4;C04853;352.4651;C20H32O5
HMDB0001514;Glucosamine;C00329;179.1711;C6H13NO5
HMDB0001518;alpha-CEHC;;278.3435;C16H22O4
HMDB0001520;Flavin mononucleotide;C00061;456.3438;C17H21N4O9P
HMDB0001522;Methylguanidine;C02294;73.0971;C2H7N3
HMDB0001533;5,10-Methylene-THF;C00143;457.4399;C20H23N7O6
HMDB0001537;6-Hydroxydopamine;;169.1778;C8H11NO3
HMDB0001538;3-Pyridylacetic acid;;137.136;C7H7NO2
HMDB0001539;Asymmetric dimethylarginine;C03626;202.2541;C8H18N4O2
HMDB0001545;Pyridoxal;C00250;167.162;C8H9NO3
HMDB0001546;CDP;C00112;403.1764;C9H15N3O11P2
HMDB0001547;Corticosterone;C02140;346.4605;C21H30O4
HMDB0001548;D-Ribose 5-phosphate;C03736;230.1098;C5H11O8P
HMDB0001555;Pyridoxamine 5'-phosphate;C00647;248.173;C8H13N2O5P
HMDB0001562;Folinic acid;C03479;473.4393;C20H23N7O7
HMDB0001563;1-Methylguanosine;C04545;297.2673;C11H15N5O5
HMDB0001565;Phosphorylcholine;C00588;184.1507;C5H15NO4P
HMDB0001644;D-Xylulose;C00310;150.1299;C5H10O5
HMDB0001645;L-Norleucine;C01933;131.1729;C6H13NO2
HMDB0001659;Acetone;C00207;58.0791;C3H6O
HMDB0001713;m-Coumaric acid;C12621;164.158;C9H8O3
HMDB0001721;DL-O-Phosphoserine;C01005;185.0725;C3H8NO6P
HMDB0001830;Progesterone;C00410;314.4617;C21H30O2
HMDB0001842;Guanidine;C17349;59.0705;CH5N3
HMDB0001844;Methylsuccinic acid;;132.115;C5H8O4
HMDB0001846;Tetrahydrofolic acid;C00101;445.4292;C19H23N7O6
HMDB0001847;Caffeine;C07481;194.1906;C8H10N4O2
HMDB0001850;Verapamil;C07188;454.6016;C27H38N2O4
HMDB0001851;L-Arabitol;C00532;152.1458;C5H12O5
HMDB0001852;all-trans-Retinoic acid;C00777;300.442;C20H28O2
HMDB0001854;Tellurium;;127.6;Te
HMDB0001855;5-Hydroxytryptophol;;177.1998;C10H11NO2
HMDB0001856;Protocatechuic acid;C00230;154.121;C7H6O4
HMDB0001857;1,3-Dimethyluric acid;;196.1634;C7H8N4O3
HMDB0001858;p-Cresol;C01468;108.1378;C7H8O
HMDB0001859;Acetaminophen;C06804;151.1626;C8H9NO2
HMDB0001860;Paraxanthine;C13747;180.164;C7H8N4O2
HMDB0001861;3-Methylhistamine;;125.1716;C6H11N3
HMDB0001863;2-Hydroxyvaleric acid;;118.1311;C5H10O3
HMDB0001865;2-Oxovaleric acid;C06255;116.1152;C5H8O3
HMDB0001866;3,4-Dihydroxymandelic acid;C05580;184.1461;C8H8O5
HMDB0001867;4-Aminohippuric acid;D06890 ;194.1873;C9H10N2O3
HMDB0001868;5-Methoxysalicylic acid;;168.1467;C8H8O4
HMDB0001870;Benzoic acid;C00539;122.123;C7H6O2
HMDB0001871;Epicatechin;C09727;290.2681;C15H14O6
HMDB0001873;Isobutyric acid;C02632;88.1051;C4H8O2
HMDB0001874;D-threo-Isocitric acid;C00451;192.1235;C6H8O7
HMDB0001875;Methanol;C00132;32.0419;CH4O
HMDB0001876;Epinephrine sulfate;;263.268;C9H13NO6S
HMDB0001877;Valproic acid;C07185;144.2114;C8H16O2
HMDB0001879;Aspirin;C01405;180.1574;C9H8O4
HMDB0001881;Propylene glycol;C02912;76.0944;C3H8O2
HMDB0001885;3-Chlorotyrosine;;215.634;C9H10ClNO3
HMDB0001886;3-Methylxanthine;C16357;166.1374;C6H6N4O2
HMDB0001888;N,N-Dimethylformamide;C03134;73.0938;C3H7NO
HMDB0001889;Theophylline;C07130;180.164;C7H8N4O2
HMDB0001890;Acetylcysteine;C06809;163.195;C5H9NO3S
HMDB0001891;m-Aminobenzoic acid;;137.136;C7H7NO2
HMDB0001892;Menadione;C05377;172.18;C11H8O2
HMDB0001893;alpha-Tocopherol;C02477;430.7061;C29H50O2
HMDB0001895;Salicylic acid;C00805;138.122;C7H6O3
HMDB0001896;5-Methoxytryptophol;;191.2264;C11H13NO2
HMDB0001897;Substance P;;1347.63;C63H98N18O13S
HMDB0001901;Aminocaproic acid;C02378;131.1729;C6H13NO2
HMDB0001903;Calcitriol;C01673;416.6365;C27H44O3
HMDB0001904;3-Nitrotyrosine;;226.1861;C9H10N2O5
HMDB0001906;2-Aminoisobutyric acid;C03665;103.1198;C4H9NO2
HMDB0001913;Omeprazole;C07324;345.416;C17H19N3O3S
HMDB0001917;Digoxin;C06956;780.9385;C41H64O14
HMDB0001919;Famotidine;;337.445;C8H15N7O2S3
HMDB0001920;Dextromethorphan;C06947;271.3972;C18H25NO
HMDB0001921;1,1-Dimethylbiguanide;C07151;129.1636;C4H11N5
HMDB0001923;Naproxen;C01517;230.2592;C14H14O3
HMDB0001924;Atenolol;C13235;266.3361;C14H22N2O3
HMDB0001925;Ibuprofen;C01588;206.2808;C13H18O2
HMDB0001926;17a-Ethynylestradiol;C07534;296.4034;C20H24O2
HMDB0001927;Diphenhydramine;C06960;255.3547;C17H21NO
HMDB0001928;Hydrochlorothiazide;C07041;297.739;C7H8ClN3O4S2
HMDB0001929;Levofloxacin;C07660;361.3675;C18H20FN3O4
HMDB0001930;Ranitidine;;314.404;C13H22N4O3S
HMDB0001931;gamma-CEHC;;264.321;C15H20O4
HMDB0001932;Metoprolol;C07202;267.3639;C15H25NO3
HMDB0001934;Nicotine;C00745;162.2316;C10H14N2
HMDB0001935;Warfarin;C01541;308.3279;C19H16O4
HMDB0001941;Brompheniramine;C06857;319.239;C16H19BrN2
HMDB0001942;Phenylpropanolamine;C02343;151.2056;C9H13NO
HMDB0001943;Pseudoephedrine;C02765;165.2322;C10H15NO
HMDB0001954;3-Hydroxyoctanoic acid;;160.2108;C8H16O3
HMDB0001960;Tin;;122.74;H4Sn
HMDB0001964;Caffeic acid;C01481;180.1574;C9H8O4
HMDB0001966;Titanium;;47.867;Ti
HMDB0001967;Carbon dioxide;C00011;44.0095;CO2
HMDB0001970;3-Methyluric acid;;182.1368;C6H6N4O3
HMDB0001972;3-Aminosalicylic acid;;153.1354;C7H7NO3
HMDB0001973;9-Methyluric acid;;182.1368;C6H6N4O3
HMDB0001976;Docosapentaenoic acid (22n-6);;330.5042;C22H34O2
HMDB0001979;6,15-Diketo,13,14-dihydro-PGF1a;;368.4645;C20H32O6
HMDB0001980;Vasopressin;C00840;1056.218;C46H65N13O12S2
HMDB0001982;3,7-Dimethyluric acid;C16360;196.1634;C7H8N4O3
HMDB0001983;5'-Deoxyadenosine;C05198;251.2419;C10H13N5O3
HMDB0001987;2-Hydroxy-2-methylbutyric acid;;118.1311;C5H10O3
HMDB0001988;4-Hydroxycyclohexylcarboxylic acid;;144.1684;C7H12O3
HMDB0001989;Tungsten;C00753;183.84;W
HMDB0001991;7-Methylxanthine;C16353;166.1374;C6H6N4O2
HMDB0001993;7a-Hydroxy-cholestene-3-one;C05455;400.6371;C27H44O2
HMDB0001999;Eicosapentaenoic acid;C06428;302.451;C20H30O2
HMDB0002000;Myristoleic acid;C08322;226.355;C14H26O2
HMDB0002003;Tetracosanoic acid;C08320;368.6367;C24H48O2
HMDB0002004;5-Methoxydimethyltryptamine;C08309;218.2948;C13H18N2O
HMDB0002005;Methionine sulfoxide;C02989;165.21;C5H11NO3S
HMDB0002006;2,3-Diaminopropionic acid;C03401;104.1078;C3H8N2O2
HMDB0002011;4-Hydroxyisovaleric acid;;118.1311;C5H10O3
HMDB0002012;Ubiquinone-1;C00399;250.2903;C14H18O4
HMDB0002013;Butyrylcarnitine;C02862;231.292;C11H21NO4
HMDB0002014;cis-5-Tetradecenoylcarnitine;;369.5387;C21H39NO4
HMDB0002015;Cystathionine ketimine;;203.216;C7H9NO4S
HMDB0002017;1-Phenylethylamine;C02455;121.1796;C8H11N
HMDB0002020;3'-Hydroxy-e,e-caroten-3-one;;566.8556;C40H54O2
HMDB0002024;Imidazoleacetic acid;C02835;126.1133;C5H6N2O2
HMDB0002026;1,9-Dimethyluric acid;;196.1634;C7H8N4O3
HMDB0002027;8-Dehydrocholesterol;;384.6377;C27H44O
HMDB0002028;DOPA sulfate;;277.251;C9H11NO7S
HMDB0002030;Fructosamine;;179.1711;C6H13NO5
HMDB0002031;Ureidoisobutyric acid;C05100;146.1445;C5H10N2O3
HMDB0002032;8-Hydroxyguanine;C20155;167.1255;C5H5N5O2
HMDB0002035;4-Hydroxycinnamic acid;C00811;164.158;C9H8O3
HMDB0002038;N(6)-Methyllysine;C02728;160.2141;C7H16N2O2
HMDB0002039;2-Pyrrolidinone;C11118;85.1045;C4H7NO
HMDB0002040;4-Methoxycinnamic acid;;178.1846;C10H10O3
HMDB0002044;8-Hydroxyguanosine;;299.2401;C10H13N5O6
HMDB0002048;m-Cresol;C01467;108.1378;C7H8O
HMDB0002053;Histidylproline diketopiperazine;;248.281;C12H16N4O2
HMDB0002055;o-Cresol;C01542;108.1378;C7H8O
HMDB0002056;Monoisobutyl phthalic acid;;222.2372;C12H14O4
HMDB0002061;Hyaluronic acid;C00518;;(C14H21NO11)nH2O
HMDB0002062;Norepinephrine sulfate;;249.241;C8H11NO6S
HMDB0002064;N-Acetylputrescine;C02714;130.1882;C6H14N2O
HMDB0002068;Erucic acid;C08316;338.5677;C22H42O2
HMDB0002072;4-Methoxyphenylacetic acid;;166.1739;C9H10O3
HMDB0002078;Cyanate;C01417;43.0247;CHNO
HMDB0002080;Petroselinic acid;;282.468;C18H34O2
HMDB0002084;Cyanide;C00177;27.0253;CHN
HMDB0002085;Syringic acid;C10833;198.174;C9H10O5
HMDB0002088;Oleoylethanolamide;;325.5292;C20H39NO2
HMDB0002089;N-Ribosylhistidine;;287.2692;C11H17N3O6
HMDB0002091;Isovalerylglucuronide;;278.2558;C11H18O8
HMDB0002095;Malonylcarnitine;;247.247;C10H17NO6
HMDB0002096;3-Indolebutyric acid;C11284;203.2371;C12H13NO2
HMDB0002097;4-Ethylbenzoic acid;;150.1745;C9H10O2
HMDB0002100;Palmitoylethanolamide;C16512;299.4919;C18H37NO2
HMDB0002103;27-Hydroxycholesterol;C06340;402.6529;C27H46O2
HMDB0002107;Phthalic acid;C01606;166.1308;C8H6O4
HMDB0002108;Methylcysteine;;135.18;C4H9NO2S
HMDB0002111;Water;C00001;18.0153;H2O
HMDB0002117;Oleamide;C19670;281.4766;C18H35NO
HMDB0002123;1,3,7-Trimethyluric acid;C16361;210.19;C8H10N4O3
HMDB0002124;Apigenin;C01477;270.2369;C15H10O5
HMDB0002134;Aminoacetone;C01888;73.0938;C3H7NO
HMDB0002158;Coproporphyrinogen I;C05768;660.7566;C36H44N4O8
HMDB0002163;Trihydroxycoprostanoic acid;;464.6777;C28H48O5
HMDB0002166;(S)-beta-Aminoisobutyric acid;C03284;103.1198;C4H9NO2
HMDB0002172;N1,N12-Diacetylspermine;C03413;286.4136;C14H30N4O2
HMDB0002173;Solerol;;146.1412;C6H10O4
HMDB0002174;Cobalamin;C05776;1329.369;C62H88CoN13O14P
HMDB0002175;Silicon;C06263;28.0855;Si
HMDB0002177;Cis-8,11,14,17-Eicosatetraenoic acid;;304.4669;C20H32O2
HMDB0002181;Phytoene;C05413;544.9362;C40H64
HMDB0002182;Phenylephrine;C07441;167.205;C9H13NO2
HMDB0002183;Docosahexaenoic acid;C06429;328.4883;C22H32O2
HMDB0002185;3-trans,5-cis-Octadienoyl-CoA;;887.726;C30H48N7O16P3S
HMDB0002186;Hypogeic acid;;254.4082;C16H30O2
HMDB0002189;N8-Acetylspermidine;C01029;187.2825;C9H21N3O
HMDB0002190;5,6-Epoxy-8,11,14-eicosatrienoic acid;C14768;320.4663;C20H32O3
HMDB0002193;E,e-Carotene-3,3'-dione;;564.8397;C40H52O2
HMDB0002195;Varanic acid;;436.6246;C26H44O5
HMDB0002196;Bismuth;C15471;208.9804;Bi
HMDB0002198;(3R,3'R,6'R,9-cis)-beta,epsilon-Carotene-3,3'-diol;;568.886;C40H56O2
HMDB0002199;Desaminotyrosine;C01744;166.1739;C9H10O3
HMDB0002200;Leukotriene E4;C05952;439.61;C23H37NO5S
HMDB0002203;3-Hydroxycapric acid;;188.267;C10H20O3
HMDB0002204;Astaxanthin;C08580;596.852;C40H52O4
HMDB0002209;Equol;C14131;242.2699;C15H14O3
HMDB0002210;2-Phenylglycine;;151.1626;C8H9NO2
HMDB0002212;Arachidic acid;C06425;312.5304;C20H40O2
HMDB0002215;4a-Carbinolamine tetrahydrobiopterin;C00268;239.2312;C9H13N5O3
HMDB0002226;Adrenic acid;C16527;332.52;C22H36O2
HMDB0002231;11Z-Eicosenoic acid;C16526;310.5145;C20H38O2
HMDB0002232;8,9-Epoxyeicosatrienoic acid;C14769;320.4663;C20H32O3
HMDB0002243;Picolinic acid;C10164;123.1094;C6H5NO2
HMDB0002250;Dodecanoylcarnitine;;343.5014;C19H37NO4
HMDB0002259;Heptadecanoic acid;;270.4507;C17H34O2
HMDB0002265;14,15-DiHETrE;C14775;338.4816;C20H34O4
HMDB0002268;Alpha-Cryptoxanthin;C15981;552.872;C40H56O
HMDB0002269;Curcumin;C10443;368.3799;C21H20O6
HMDB0002271;Imidazolepropionic acid;C20522;140.1399;C6H8N2O2
HMDB0002272;all-trans-Phytofluene;C05414;542.9203;C40H62
HMDB0002277;2,3-Dinor-6-keto-prostaglandin F1 a;;342.4272;C18H30O6
HMDB0002283;14R,15S-EpETrE;;320.4663;C20H32O3
HMDB0002284;N-Acetylcadaverine;;144.2147;C7H16N2O
HMDB0002287;Homocysteine thiolactone;;117.169;C4H7NOS
HMDB0002290;Arsenic;C06269;74.9216;As
HMDB0002297;5-cis-Lycopene;;536.888;C40H56
HMDB0002302;Indole-3-propionic acid;;189.2105;C11H11NO2
HMDB0002303;Dimethylsulfide;C00580;62.134;C2H6S
